temp_diff_ame,rh_diff_ame,ws_avg_18_21_ame,wd_avg_18_21_ame,sundur_avg_12_15_ame,temp_diff_chi_hato_ame,temp_diff_chi_yori_ame,press_diff_ame,rain_1d_ame,date,fog_event,chi_sp,chi_t2m,chi_rh2m,chichibu_sp,yori_sp,hato_sp,chichibu_t2m,yori_t2m,hato_t2m,chichibu_rh2m,yori_rh2m,hato_rh2m,tdiffchi1221,tdiffchiyori21,tdiffchihato21,pressdiffchi1221,rhdiffchi1221,pressdiffchiyori21,pressdiffchihato21,ncld_upper_00,ncld_mid_00,ncld_low_00,ncld_upper_06,ncld_mid_06,ncld_low_06
-9.5,42,1.425,219.375,1,1.4,-1.4,0.3,0,2016/12/19,0,98643.12744,278.2063446,51.98373413,98619.40308,100219.4031,101419.4031,275.1495667,279.2745667,278.0558167,40.02084923,47.52084923,55.45834923,3.056777954,-4.125,-2.90625,23.72436523,11.9628849,-1600,-2800,56.10333306,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-9.5,45,1.525,185.625,1,-2.7,0,1,0,2016/12/20,0,98546.31348,277.6267853,73.10879707,98563.43384,100163.4338,101363.4338,276.4327087,279.4014587,279.2608337,60.1839962,56.0277462,58.6839962,1.194076538,-2.96875,-2.828125,-17.12036133,12.92480087,-1600,-2800,43.50666696,64.696666,2.27E-06,2.27E-06,29.98166758,0.58666891
-8.4,41,1.25,163.125,0.975,0,-1.1,4.2,0,2016/12/21,0,98746.28906,279.8300018,62.70863438,98945.56274,100545.5627,101745.5627,275.8734741,279.9515991,278.4047241,35.21317339,50.05692339,61.99442339,3.95652771,-4.078125,-2.53125,-199.2736816,27.49546099,-1600,-2800,2.27E-06,2.27E-06,2.27E-06,11.18166843,2.27E-06,2.27E-06
-9.6,47,1.625,213.75,1,1.3,-0.6,1.5,0,2016/12/22,0,99041.43066,277.6984711,60.41793156,98401.89209,100039.3921,101251.8921,274.6898193,276.5023193,277.1116943,89.47283554,79.56658554,83.12908554,3.008651733,-1.8125,-2.421875,639.5385742,-29.05490398,-1637.5,-2850,24.46333449,27.930001,2.27E-06,58.83666627,77.97833206,30.81166754
0.7,17,1.075,101.25,0,-1.6,-1.4,-11.4,2.5,2016/12/23,1,96657.65381,283.5733643,89.52563095,95912.71973,97450.21973,98587.71973,282.7200928,284.8607178,286.4857178,86.76259613,82.10634613,73.23134613,0.853271484,-2.140625,-3.765625,744.934082,2.763034821,-1537.5,-2675,2.27E-06,2.27E-06,2.27E-06,2.27E-06,11.47500175,2.27E-06
-8.1,10,3.525,281.25,0.6,-0.6,-1.8,8.2,7,2016/12/24,0,96861.76758,278.4879456,61.02449608,97646.75293,99234.25293,100434.2529,275.5374146,277.6311646,278.5999146,59.01843834,55.20593834,50.36218834,2.950531006,-2.09375,-3.0625,-784.9853516,2.006057739,-1587.5,-2787.5,2.27E-06,6.201668655,2.198335504,2.27E-06,4.566668729,1.270002212
-9.5,46,1.25,208.125,1,-3.4,-0.1,7.3,0,2016/12/25,0,98674.70093,272.8027802,74.98689365,98877.84424,100527.8442,101765.3442,271.9118195,273.8493195,273.8024445,67.25277042,62.37777042,65.78402042,0.890960693,-1.9375,-1.890625,-203.1433105,7.73412323,-1650,-2887.5,53.58833317,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-7,41,1.3,219.375,1,1.3,-1.5,2.2,0,2016/12/26,0,99104.41895,275.1055908,56.22937298,98827.33154,100477.3315,101702.3315,271.2514191,274.4701691,274.3451691,63.89896393,63.21146393,64.74271393,3.854171753,-3.21875,-3.09375,277.0874023,-7.66959095,-1650,-2875,48.87833338,0.050002268,2.27E-06,45.55666687,38.42833386,2.27E-06
-1.8,16,1.05,185.625,0.05,-1.1,-0.3,-6.5,0,2016/12/27,0,97786.07178,277.5043182,66.04654503,96549.32861,98149.32861,99349.32861,279.8267975,278.2330475,278.8267975,78.96398354,64.52648354,77.99523354,-2.322479248,1.59375,1,1236.743164,-12.91743851,-1600,-2800,81.93333188,49.46333336,21.33833463,3.663335437,65.28166597,48.92666672
0.7,-42,4.4,315,0.35,-2.2,-1.3,6,0.5,2016/12/28,0,96601.75171,279.3000031,51.57919693,97507.70264,99095.20264,100295.2026,273.9004669,275.0567169,276.0567169,51.64340019,46.08090019,43.01840019,5.399536133,-1.15625,-2.15625,-905.9509277,-0.064203262,-1587.5,-2787.5,2.27E-06,9.766668493,2.638335484,2.27E-06,2.345002164,3.101668796
-8.2,46,1.325,157.5,0.775,-1.1,0.5,4.6,0,2016/12/29,0,98443.19458,271.5936432,51.85123539,98110.25391,99772.75391,101022.7539,268.7904968,271.5561218,271.3217468,84.39060974,53.45310974,60.17185974,2.803146362,-2.765625,-2.53125,332.9406738,-32.53937435,-1662.5,-2912.5,91.18499813,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-4.8,38,1.225,208.125,1,-6.9,-7.2,-0.3,0,2016/12/30,0,97568.9209,275.6257935,53.02998543,98144.76318,99757.26318,100982.2632,272.2608185,273.9170685,274.7920685,58.19610405,57.97735405,56.28985405,3.364974976,-1.65625,-2.53125,-575.8422852,-5.166118622,-1612.5,-2837.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-8.8,51,1.275,180,1,-3.7,-0.5,2.9,0,2016/12/31,0,98499.02344,272.3414154,50.09053707,98484.28955,100109.2896,101346.7896,270.0894012,273.1050262,272.6675262,40.43897915,34.28272915,43.90772915,2.25201416,-3.015625,-2.578125,14.73388672,9.651557922,-1625,-2862.5,2.27E-06,4.200002079,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-3.6,6,1.325,185.625,0,-1.2,-0.2,-0.6,1,2017/09/01,0,96429.92554,291.0858765,69.99938583,96504.60815,98592.10815,99567.10815,289.8264771,290.9046021,291.5374146,80.68874741,76.31374741,74.56374741,1.259399414,-1.078125,-1.7109375,-74.68261719,-10.68936157,-2087.5,-3062.5,2.27E-06,9.620001833,2.27E-06,0.73333557,27.44166769,2.27E-06
-7.8,24,2.3,106.875,0.875,0.8,1.2,2.9,0.5,2017/09/02,0,96689.20288,291.0895996,69.73590469,96597.5769,98710.0769,99710.0769,288.4118652,288.9118652,289.3728027,83.81740189,86.86427689,87.64552689,2.677734375,-0.5,-0.9609375,91.62597656,-14.08149719,-2112.5,-3112.5,87.05999832,33.15500076,10.15666848,2.27E-06,3.810002097,2.540002155
-4.1,24,1.25,225,1,-0.4,0.7,0.4,3,2017/09/03,0,96400.02441,291.3830261,79.69816971,96493.4021,98543.4021,99505.9021,290.0667114,291.4260864,290.3870239,74.2937851,72.9812851,76.4500351,1.316314697,-1.359375,-0.3203125,-93.37768555,5.404384613,-2050,-3012.5,59.17833292,2.27E-06,2.27E-06,2.27E-06,26.71000106,4.931668713
-6.8,37,1.725,202.5,0.825,-0.3,-3.1,4.8,0,2017/09/04,0,97108.14209,294.0764465,59.90217972,97410.5896,99510.5896,100498.0896,290.3588562,291.0932312,292.3901062,64.83485603,68.55360603,68.14735603,3.717590332,-0.734375,-2.03125,-302.4475098,-4.932676315,-2100,-3087.5,93.06499804,6.153335324,9.180001853,50.58499997,14.16166829,25.24500112
-2.3,18,1.45,219.375,0,-0.7,-0.1,0.5,0,2017/09/05,0,97505.3772,290.132782,86.09607124,97423.05908,99523.05908,100510.5591,289.9089966,290.3386841,291.3621216,73.5675087,79.9425087,79.4425087,0.2237854,-0.4296875,-1.453125,82.31811523,12.52856255,-2100,-3087.5,60.39999953,2.491668824,2.051668844,67.86999919,11.03666844,17.18833482
-4.4,27,1.125,213.75,0.175,-2,-0.7,-1.2,0,2017/09/06,0,97017.08984,293.9556885,84.48369217,96706.43921,98818.93921,99818.93921,292.8543396,293.1434021,293.7371521,78.70888138,93.02138138,94.39638138,1.101348877,-0.2890625,-0.8828125,310.6506348,5.774810791,-2112.5,-3112.5,69.38333245,77.92833207,26.80666772,75.82999883,31.30000085,51.46333327
-1.1,8,1,185.625,0,0,0.3,-0.2,2,2017/09/07,0,96427.4353,292.9762573,87.80610275,96323.88306,98398.88306,99386.38306,292.9199829,293.0059204,293.5293579,78.81061935,81.51374435,81.12311935,0.056274414,-0.0859375,-0.609375,103.5522461,8.995483398,-2075,-3062.5,50.34166665,47.70666677,10.35166847,98.09499782,50.73166663,20.65500133
-1.1,8,0.6,132.5,0,-1,-0.3,-1.8,1,2017/09/08,0,96021.61255,294.0481262,87.71677399,96181.37207,98206.37207,99168.87207,293.5644531,294.6035156,293.8378906,84.93986511,82.03361511,87.68986511,0.483673096,-1.0390625,-0.2734375,-159.7595215,2.776908875,-2025,-2987.5,2.27E-06,21.82666795,10.01000182,2.27E-06,34.37500071,24.80500114
-8.2,28,1.425,208.125,0.375,0.2,-2.4,4.6,0,2017/09/09,0,96655.10864,295.1689453,64.85392094,96970.61768,99033.11768,100020.6177,292.1876526,292.2501526,292.0314026,67.25900745,72.60275745,80.19650745,2.981292725,-0.0625,0.15625,-315.5090332,-2.405086517,-2062.5,-3050,2.27E-06,3.711668768,2.441668826,52.9783332,22.53500125,17.14000149
-6.1,35,1.725,163.125,0.975,0.4,1.5,2.1,0,2017/09/10,0,97099.76196,293.733551,77.68224669,97194.37866,99281.87866,100256.8787,293.3625793,293.1985168,293.5266418,66.52703476,69.58953476,71.74578476,0.37097168,0.1640625,-0.1640625,-94.61669922,11.15521193,-2087.5,-3062.5,2.27E-06,10.93833511,7.71500192,2.27E-06,22.82833457,18.06666812
-6,23,1.65,219.375,0.8,-0.5,0.6,1.8,0,2017/09/11,0,97198.39478,296.208374,67.98802376,97321.50269,99409.00269,100396.5027,292.1095276,293.1173401,294.1485901,79.69474792,92.94474792,88.06974792,4.098846436,-1.0078125,-2.0390625,-123.1079102,-11.70672417,-2087.5,-3075,83.49499848,6.446668644,5.225002033,80.22333196,41.89500037,9.521668504
-2.9,-4,2.5,129.375,0.1,-2.1,1.7,-2,0,2017/09/12,0,96941.29028,295.4114075,71.02710533,96479.15649,98554.15649,99529.15649,293.8908691,294.1096191,294.6643066,89.86088943,98.42338943,95.54838943,1.52053833,-0.21875,-0.7734375,462.1337891,-18.8337841,-2075,-3050,74.70666554,75.53666551,8.59500188,54.00333315,33.54500075,18.60500143
-0.4,12,0.775,208.125,0,-0.3,-2.7,2.9,0,2017/09/13,0,96665.66162,295.1636047,79.90154457,97029.54712,99067.04712,100017.0471,293.29599,294.54599,295.8663025,69.11870003,73.83745003,68.86870003,1.867614746,-1.25,-2.5703125,-363.885498,10.78284454,-2037.5,-2987.5,41.45666705,34.13166739,8.691668542,68.84666581,39.99166712,17.28666815
-7.7,39,1.2,241.875,0.625,-2.1,-1.5,2.5,0,2017/09/14,0,97193.46924,295.5354919,77.08834457,97268.53638,99331.03638,100306.0364,292.2315979,292.6612854,293.8331604,72.85610008,76.60610008,75.29360008,3.303894043,-0.4296875,-1.6015625,-75.06713867,4.232244492,-2062.5,-3037.5,2.27E-06,4.931668713,5.225002033,2.27E-06,43.06666698,8.790001871
-7,33,1.45,202.5,0.6,-0.1,-0.3,1.8,0,2017/09/15,0,97272.41211,294.3686218,59.35083389,97440.69824,99515.69824,100490.6982,289.7427063,290.9145813,291.9614563,67.01545143,65.98420143,63.14045143,4.625915527,-1.171875,-2.21875,-168.2861328,-7.664617538,-2075,-3050,75.63333217,2.27E-06,2.27E-06,70.16499908,2.735002146,2.491668824
-7.7,31,1.4,219.375,0.925,0.9,1.1,2.7,0,2017/09/16,0,97526.89209,291.921875,58.80767536,97675.89111,99813.39111,100813.3911,288.6183167,289.3839417,290.9542542,77.99586868,77.83961868,71.58961868,3.30355835,-0.765625,-2.3359375,-148.9990234,-19.18819332,-2137.5,-3137.5,95.60499793,56.88333302,10.89000178,97.89999783,43.3600003,16.40666819
-0.8,14,0.975,174.375,0,-1.6,-0.5,-1,11,2017/09/17,0,97501.61133,289.641449,89.54795074,97364.59351,99489.59351,100464.5935,288.5465393,289.4059143,290.1246643,88.7425518,90.5238018,88.5238018,1.094909668,-0.859375,-1.578125,137.0178223,0.805398941,-2125,-3100,71.48333236,85.54666505,82.07999854,66.94333256,82.51833186,58.20166629
-0.4,2,0.55,180,0,-2.1,-0.9,-10.8,29,2017/09/18,0,95992.52319,290.9929504,90.53931427,95008.89893,97021.39893,97971.39893,297.1263123,295.8294373,296.0169373,59.41641045,81.32266045,83.22891045,-6.133361816,1.296875,1.109375,983.6242676,31.12290382,-2012.5,-2962.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,44.38500025,2.881668806
-11.3,34,1.4,118.125,0.65,-1,-2.8,8.5,0.5,2017/09/19,0,96496.44775,294.6400757,63.85806274,96761.05957,98823.55957,99798.55957,291.1610718,292.5360718,292.8485718,68.47909355,64.04159355,67.76034355,3.479003906,-1.375,-1.6875,-264.6118164,-4.621030807,-2062.5,-3037.5,2.27E-06,4.151668748,3.956668757,60.10666621,16.65166818,12.89166835
-4.6,25,1.525,202.5,0.475,-0.8,-0.4,1.1,0,2017/09/20,0,96737.54883,294.1579285,75.15174866,96708.99658,98783.99658,99758.99658,291.7789917,292.2399292,292.2946167,49.21122551,64.27372551,71.86747551,2.378936768,-0.4609375,-0.515625,28.55224609,25.94052315,-2075,-3050,39.65000047,38.77000051,2.27E-06,77.87999873,6.446668644,3.858335428
-4.8,19,1.575,196.875,0,-1.3,-1.5,-1.8,0,2017/09/21,0,96275.44556,293.4427185,57.61039734,96652.04468,98714.54468,99664.54468,288.5135803,291.0995178,291.9823303,60.48215675,60.38840675,57.73215675,4.929138184,-2.5859375,-3.46875,-376.5991211,-2.871759415,-2062.5,-3012.5,2.27E-06,2.27E-06,0.14666893,59.91166622,7.130001946,4.640002059
-8,27,1.425,196.875,1,0,-0.8,4,0,2017/09/22,0,97194.77539,292.9598389,60.51559353,97446.25854,99558.75854,100558.7585,288.2071228,290.4805603,291.3946228,79.43473148,74.62223148,73.27848148,4.752716064,-2.2734375,-3.1875,-251.4831543,-18.91913795,-2112.5,-3112.5,87.10833165,10.49833513,33.7416674,95.01833129,16.2116682,24.41500116
-2.8,24,1.5,163.125,0,-0.9,-0.8,-1.4,2.5,2017/09/23,0,97299.1333,291.6626892,89.78593254,97260.29663,99372.79663,100360.2966,289.9147034,290.5865784,291.3756409,90.14155006,92.76655006,89.32905006,1.74798584,-0.671875,-1.4609375,38.83666992,-0.355617523,-2112.5,-3100,2.27E-06,43.16500031,48.53666673,70.11666575,18.65333476,15.28333491
-0.9,13,1.025,213.75,0.325,0.3,0.6,0.8,1.5,2017/09/24,0,97222.14966,291.2242737,80.5169735,97293.44482,99393.44482,100393.4448,290.8613586,290.9082336,290.7285461,69.58789253,76.99414253,80.61914253,0.362915039,-0.046875,0.1328125,-71.29516602,10.92908096,-2100,-3100,75.97499882,7.471668597,7.276668606,66.35666592,37.25666725,18.01833479
-6.2,27,1.55,157.5,0.7,-0.9,0.8,0.8,0,2017/09/25,0,97210.5896,292.4329834,85.39687538,97238.92822,99326.42822,100313.9282,289.9093933,290.8156433,291.7922058,75.12231064,79.15356064,78.93481064,2.523590088,-0.90625,-1.8828125,-28.33862305,10.27456474,-2087.5,-3075,2.27E-06,5.128335371,10.69500178,94.33499799,23.78000119,24.02500118
-4.6,24,1.125,191.25,0.725,-0.2,0.4,1,0,2017/09/26,0,97173.16284,293.2996216,81.53061295,97274.93286,99362.43286,100349.9329,290.3640747,291.1453247,292.3015747,79.12774086,82.69024086,82.34649086,2.935546875,-0.78125,-1.9375,-101.7700195,2.402872086,-2087.5,-3075,2.27E-06,22.1683346,24.41500116,10.54833512,28.76000096,18.40833477
-5.5,20,1.575,225,0.7,-0.5,0.3,0.4,0,2017/09/27,0,97133.09937,292.7263794,84.92899895,97053.61938,99153.61938,100141.1194,290.5704346,292.2110596,291.4610596,72.51035118,92.94785118,95.94785118,2.155944824,-1.640625,-0.890625,79.47998047,12.41864777,-2100,-3087.5,67.38166588,12.11000172,0.14666893,78.56333204,64.0133327,28.6133343
-3.6,23,0.975,185.625,0,-0.7,-0.9,-2.1,1.5,2017/09/28,0,96571.09985,292.6770325,83.34294128,95898.29102,98010.79102,98998.29102,290.3487854,290.3019104,291.1925354,88.20340347,89.23465347,87.79715347,2.32824707,0.046875,-0.84375,672.8088379,-4.860462189,-2112.5,-3100,13.86833497,43.89666694,19.77666804,2.930002137,51.90333325,22.1683346
-6.4,13,1.7,236.25,0.05,-0.3,-0.3,8.2,3,2017/09/29,0,96274.02954,290.8243408,65.39819717,96847.71118,98972.71118,99985.21118,285.3747864,286.1560364,287.4060364,72.71298218,78.18173218,73.02548218,5.449554443,-0.78125,-2.03125,-573.6816406,-7.314785004,-2125,-3137.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,12.15833505,11.50000175
-5.5,41,1.425,202.5,0.9,0.8,1.3,4.3,0,2017/09/30,0,97274.00513,290.5110474,71.91991615,97551.27563,99651.27563,100651.2756,288.2789917,289.1227417,290.0914917,68.38559341,69.44809341,66.76059341,2.232055664,-0.84375,-1.8125,-277.2705078,3.534322739,-2100,-3100,86.47333168,9.863335156,2.930002137,2.27E-06,6.396668646,3.248335456
-6.7,46,1.925,196.875,0.5,0.4,1.1,3.7,0,2017/10/01,0,97936.57837,289.7371826,67.30578423,98172.2229,100297.2229,101309.7229,286.8216858,287.4935608,287.7435608,49.03150749,59.96900749,63.12525749,2.915496826,-0.671875,-0.921875,-235.6445313,18.27427673,-2125,-3137.5,2.27E-06,2.27E-06,2.27E-06,67.28499922,3.370002117,3.198335458
-6.1,40,1.15,225,0.875,-3.3,-0.1,0.7,0,2017/10/02,0,97848.2666,290.4773254,77.84784126,97632.47681,99757.47681,100769.9768,287.7124634,288.9624634,290.1030884,87.30153656,80.73903656,83.05153656,2.764862061,-1.25,-2.390625,215.7897949,-9.453695297,-2125,-3137.5,78.17333205,46.48500016,6.788335295,67.86999919,66.69833258,2.980002135
-3,24,0.725,253.125,0,-1.5,-0.7,-2.6,1,2017/10/03,0,97097.48535,290.8704529,90.95743942,96682.48291,98769.98291,99744.98291,289.7989502,290.5645752,291.3614502,90.55708504,89.08833504,87.58833504,1.071502686,-0.765625,-1.5625,415.0024414,0.400354385,-2087.5,-3062.5,35.01000068,29.68833426,15.72333489,2.27E-06,47.41333345,35.84000064
-6.6,16,0.825,157.5,0.625,-1.9,-1.4,4.5,0.5,2017/10/04,0,96900.48828,291.6775208,69.50281525,97313.0249,99425.5249,100425.5249,287.1400146,288.4681396,289.9837646,74.96839142,68.90589142,61.21839142,4.537506104,-1.328125,-2.84375,-412.5366211,-5.465576172,-2112.5,-3112.5,16.79833484,30.07833424,7.520001929,2.27E-06,34.37500071,6.055001995
-4.2,11,1.5,95.625,0.05,-1.8,1.4,4.3,0,2017/10/05,0,97936.76147,284.8656921,62.67659569,98174.60938,100337.1094,101374.6094,283.0248718,284.6342468,284.2123718,65.34905529,65.00530529,71.91155529,1.840820313,-1.609375,-1.1875,-237.8479004,-2.672459602,-2162.5,-3200,67.77333253,2.27E-06,2.27E-06,54.92999978,2.051668844,1.758335524
-4.7,40,0.95,253.125,0.875,0.1,1.2,2.7,0,2017/10/06,0,98518.46924,285.4505615,67.0712657,98549.02344,100736.5234,101749.0234,283.6895447,284.4707947,285.5020447,77.61059952,76.42309952,71.82934952,1.761016846,-0.78125,-1.8125,-30.55419922,-10.53933382,-2187.5,-3200,94.04166467,54.92999978,2.27E-06,96.38666456,59.71666623,22.51000125
-2.4,30,0.425,96.25,0,-1.2,-0.6,-2.2,28,2017/10/07,0,98240.74097,286.0221252,89.76646233,97740.31372,99877.81372,100865.3137,287.3509521,287.8040771,288.6478271,91.26369858,92.26369858,90.01369858,-1.328826904,-0.453125,-1.296875,500.4272461,-1.497236252,-2137.5,-3125,63.13333274,45.99666685,47.80333343,2.27E-06,20.21500135,24.12166784
-1.7,14,1.4,196.875,0.4,-1,-0.4,0.9,3.5,2017/10/08,0,97631.30493,291.5571289,78.29110289,97879.23584,99979.23584,100979.2358,290.0624695,290.585907,290.882782,72.37455082,81.40580082,82.24955082,1.494659424,-0.5234375,-0.8203125,-247.9309082,5.916552067,-2100,-3100,2.27E-06,2.27E-06,2.27E-06,64.93999932,1.465002203,3.516668777
-6,33,1.2,146.25,0.65,-0.3,0.4,1.9,0,2017/10/09,0,98035.47363,290.9814758,87.8086853,98063.34839,100213.3484,101225.8484,286.5645752,287.5177002,288.6114502,88.50089455,92.50089455,86.37589455,4.416900635,-0.953125,-2.046875,-27.87475586,-0.692209244,-2150,-3162.5,22.65666791,3.076668797,3.321668786,58.59333294,16.26000153,6.543335306
-6.5,28,0.7,191.25,0.825,0.6,0.2,-1.3,0,2017/10/10,0,97627.16675,291.9562378,79.19635582,97422.82104,99522.82104,100510.321,290.5918579,291.1699829,291.2168579,74.80019569,79.30019569,79.95644569,1.364379883,-0.578125,-0.625,204.3457031,4.396160126,-2100,-3087.5,2.27E-06,12.84333502,4.10166875,2.27E-06,9.913335153,5.420002024
-7,39,0.825,208.125,1,0.5,0.8,0.3,0,2017/10/11,0,97321.51489,293.8716736,82.37506676,97217.14478,99317.14478,100304.6448,289.7956848,291.0144348,291.9519348,88.72145081,92.31520081,78.72145081,4.07598877,-1.21875,-2.15625,104.3701172,-6.346384048,-2100,-3087.5,22.9016679,1.611668863,1.563335532,72.21666566,16.16333487,22.02166794
-2.4,16,0.925,48.125,0,1.4,1.2,0.2,0,2017/10/12,0,97182.03125,292.3344421,90.25630188,97057.80029,99132.80029,100120.3003,290.4667664,290.7167664,290.3886414,62.13926888,82.23301888,87.04551888,1.867675781,-0.25,0.078125,124.230957,28.117033,-2075,-3062.5,39.50333381,20.16666802,10.2550018,14.89333493,56.19999972,43.06666698
-9.1,36,1.425,157.5,0.225,-0.7,-0.3,3.1,0,2017/10/13,0,97202.47192,290.7251892,80.8223114,97326.12305,99476.12305,100488.623,287.9415741,288.5509491,289.3946991,86.31104469,82.96729469,78.15479469,2.783615112,-0.609375,-1.453125,-123.651123,-5.488733292,-2150,-3162.5,57.22499967,78.31999871,58.0066663,76.70833212,85.25333173,50.92666662
-1,0,1.275,84.375,0,-1.1,-0.6,2.7,6,2017/10/14,0,97684.94263,285.336731,88.81029701,97614.9231,99789.9231,100814.9231,285.1021423,285.2583923,285.8990173,90.56490707,93.06490707,92.25240707,0.234588623,-0.15625,-0.796875,70.01953125,-1.754610062,-2175,-3200,90.81999815,38.38000053,37.20833391,93.79833134,25.58666778,25.19666779
-0.5,7,0.7,298.125,0,-0.9,0.3,2,0,2017/10/15,0,97884.06372,285.9437561,82.9997654,97955.48706,100105.4871,101130.4871,285.7776489,286.5276489,286.7307739,73.13155556,73.78780556,76.94405556,0.166107178,-0.75,-0.953125,-71.42333984,9.868209839,-2150,-3175,99.55999775,53.6616665,20.50833467,94.43333132,52.63666655,48.19500008
-2.5,3,0.775,160.625,0,-1,-0.4,3.5,5.5,2017/10/16,0,98342.68188,284.8141479,88.57384109,98287.89063,100500.3906,101562.8906,283.9708862,284.4083862,284.7833862,88.9906292,88.8031292,84.0843792,0.843261719,-0.4375,-0.8125,54.79125977,-0.416788101,-2212.5,-3275,61.42499948,81.93333188,57.85999964,91.69833144,77.87999873,30.17666757
-1.6,2,1.45,67.5,0,-0.9,-0.5,-0.4,11,2017/10/17,0,98220.55054,282.1961975,90.3019371,97913.78784,100113.7878,101151.2878,283.227478,282.914978,283.633728,87.72198868,92.69073868,90.40948868,-1.031280518,0.3125,-0.40625,306.7626953,2.579948425,-2200,-3237.5,93.35833136,80.51666528,41.70000038,59.66666623,45.99666685,28.76000096
0.3,5,0.85,247.5,0,0.6,0.3,0.4,1,2017/10/18,1,97816.22314,284.9744873,81.02589607,97886.88965,100011.8896,101024.3896,282.9391479,284.9860229,284.1891479,66.12208652,65.59083652,69.09083652,2.035339355,-2.046875,-1.25,-70.66650391,14.90380955,-2125,-3137.5,3.370002117,2.27E-06,2.27E-06,84.76499842,15.23500158,0.171668929
-6.5,18,4.35,112.5,0.525,-0.7,-0.5,2.4,0.5,2017/10/19,0,98084.31396,283.8631592,67.38720894,97942.73682,100155.2368,101192.7368,280.7037659,281.5475159,282.3912659,86.64692116,87.24067116,84.20942116,3.159393311,-0.84375,-1.6875,141.5771484,-19.25971222,-2212.5,-3250,91.1116648,72.99666562,27.930001,75.87833216,80.17499863,59.66666623
-0.3,4,0.425,241.875,0,-1.3,-0.6,-1.3,6.5,2017/10/20,0,97678.73535,282.0692749,81.81813049,97452.59399,99590.09399,100615.094,283.9904785,284.4436035,285.1467285,87.43507004,87.20069504,84.09132004,-1.921203613,-0.453125,-1.15625,226.1413574,-5.616939545,-2137.5,-3162.5,18.26333477,83.73999847,82.07999854,2.27E-06,88.23166493,77.43999875
-0.6,9,0.75,140.625,0,-1.3,-0.6,0.4,0.5,2017/10/21,0,97413.78784,287.1398926,86.40178299,97406.10962,99518.60962,100506.1096,287.2102966,288.5071716,289.2259216,92.49784088,88.60721588,86.65409088,-0.070404053,-1.296875,-2.015625,7.678222656,-6.096057892,-2112.5,-3100,93.74999801,62.93833275,77.0983321,82.3716652,63.23166607,68.40666583
-0.7,0,0.45,135.625,0,-1.3,-0.7,-0.4,7.5,2017/10/22,0,97314.80713,288.5968628,94.04017162,96807.87354,98920.37354,99882.87354,287.9128723,288.8034973,289.7722473,94.67888641,94.21013641,91.58513641,0.683990479,-0.890625,-1.859375,506.9335938,-0.63871479,-2112.5,-3075,86.766665,74.3149989,78.07499873,97.65499784,84.51999843,50.6833333
-0.4,0,0.95,157.5,0,-1.1,-0.6,-10.2,42.5,2017/10/23,0,95359.33228,288.2172241,86.56303501,93385.03418,95260.03418,96047.53418,289.7254333,289.8660583,290.7098083,66.78115368,69.71865368,68.84365368,-1.508209229,-0.140625,-0.984375,1974.298096,19.78188133,-1875,-2662.5,2.27E-06,64.98999932,7.373335269,2.27E-06,9.961668484,10.30333514
-4.3,8,4.05,281.25,1,0.5,-0.3,17.1,11,2017/10/24,0,96895.01953,285.8974609,58.91020393,97644.68384,99794.68384,100819.6838,283.5830078,285.1298828,284.8017578,65.55012178,65.01887178,73.20637178,2.314453125,-1.546875,-1.21875,-749.6643066,-6.63991785,-2150,-3175,99.99999773,5.323335362,0.245002259,99.2183311,44.87333357,3.271668788
-2.9,32,0.8,264.375,0,-0.6,0.2,1.1,0,2017/10/25,0,97963.07373,283.568634,75.4111433,97570.01343,99695.01343,100732.5134,284.6376648,284.7157898,284.8876648,55.163414,53.819664,64.975914,-1.069030762,-0.078125,-0.25,393.0603027,20.2477293,-2125,-3162.5,81.29833191,67.82166586,7.130001946,95.65333126,93.89499801,3.810002097
-4,12,1.225,123.75,0,-0.8,-2.3,0.3,1,2017/10/26,1,97605.35278,285.6710205,63.93487835,97668.06641,99793.06641,100805.5664,283.8357849,285.2107849,284.3514099,45.4971981,50.6534481,58.8096981,1.835235596,-1.375,-0.515625,-62.71362305,18.43768024,-2125,-3137.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-9.6,42,1.35,163.125,1,0.8,1.6,1.3,0,2017/10/27,1,97744.12231,283.2106934,67.32142639,97783.20313,99945.70313,100970.7031,282.28479,283.28479,282.456665,50.49218178,52.39843178,62.64843178,0.92590332,-1,-0.171875,-39.08081055,16.82924461,-2162.5,-3187.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-7.2,40,0.8,247.5,1,0.8,1.3,3.7,0,2017/10/28,0,98043.89038,283.5036011,75.6268959,98256.01807,100431.0181,101468.5181,282.9389954,284.3608704,285.2983704,83.56294441,86.56294441,82.28169441,0.564605713,-1.421875,-2.359375,-212.1276855,-7.936048508,-2175,-3212.5,97.31333119,60.9849995,28.51666764,95.11666462,64.20833269,36.32833395
