temp_diff_ame,rh_diff_ame,ws_avg_18_21_ame,wd_avg_18_21_ame,sundur_avg_12_15_ame,temp_diff_chi_hato_ame,temp_diff_chi_yori_ame,press_diff_ame,rain_1d_ame,date,fog_event,chi_sp,chi_t2m,chi_rh2m,chichibu_sp,yori_sp,hato_sp,chichibu_t2m,yori_t2m,hato_t2m,chichibu_rh2m,yori_rh2m,hato_rh2m,tdiffchi1221,tdiffchiyori21,tdiffchihato21,pressdiffchi1221,rhdiffchi1221,pressdiffchiyori21,pressdiffchihato21,ncld_upper_00,ncld_mid_00,ncld_low_00,ncld_upper_06,ncld_mid_06,ncld_low_06
-3.3,16,1.625,213.75,0.5,0,0.5,-0.4,0,2013/09/01,0,96901.45874,298.4965515,85.54641342,97096.57593,98571.57593,99696.57593,296.3347778,297.4207153,297.7488403,74.68606567,80.73294067,84.02981567,2.161773682,-1.0859375,-1.4140625,-195.1171875,10.86034775,-1475,-2600,0.58666891,18.60500143,6.738335297,99.70666441,90.37999817,31.20166752
-9.6,34,1.85,140.625,0.425,0.4,0.2,5.6,19,2013/09/02,0,97633.1665,296.9634399,86.12968826,97612.43286,99137.43286,100287.4329,294.8885498,295.5760498,296.4119873,86.91577911,85.69702911,83.46265411,2.074890137,-0.6875,-1.5234375,20.73364258,-0.786090851,-1525,-2675,54.73499979,14.8450016,24.65833448,94.23666466,56.05333306,27.15000104
-1.6,10,0.575,236.25,0,-1.1,-0.4,0.8,1.5,2013/09/03,0,97597.3999,295.4794006,81.19353867,97591.8396,99116.8396,100266.8396,292.9710999,294.1429749,295.1351624,91.11658096,96.08533096,92.60095596,2.508300781,-1.171875,-2.1640625,5.560302734,-9.923042297,-1525,-2675,26.12333442,13.72166831,7.618335257,1.661668861,11.72000174,2.881668806
-3.6,5,2.225,135,0.675,-0.5,-0.1,0,0,2013/09/04,0,97455.43823,297.131134,79.66608047,97282.39136,98807.39136,99944.89136,294.0446167,295.6852417,296.2321167,95.44575119,97.18012619,96.93012619,3.086517334,-1.640625,-2.1875,173.046875,-15.77967072,-1525,-2662.5,2.27E-06,33.10666743,29.88333425,2.686668815,15.62500156,17.04166816
-3,10,1.4,196.875,0.3,-3,-0.2,0.8,0,2013/09/05,0,97115.60059,296.7872314,79.94401741,97398.19336,98910.69336,100035.6934,294.059082,295.5825195,296.293457,96.28072739,96.39010239,94.31197739,2.728149414,-1.5234375,-2.234375,-282.5927734,-16.33670998,-1512.5,-2637.5,78.51499871,46.3383335,5.176668702,27.63833435,39.11166716,36.18166729
-2.6,15,1.25,196.875,0.325,-0.7,-0.5,2.5,0,2013/09/06,0,97672.77832,296.7191162,90.47323227,97904.67529,99404.67529,100554.6753,293.345459,294.9001465,295.8688965,77.51517296,74.29642296,73.42142296,3.373657227,-1.5546875,-2.5234375,-231.8969727,12.95805931,-1500,-2650,47.85166676,43.60500029,34.76666736,2.27E-06,46.3383335,38.47666719
-2.6,6,2.1,90,0,-0.5,0.6,1.1,0,2013/09/07,0,98049.95117,294.1233826,82.99158859,98074.71924,99612.21924,100762.2192,291.8981018,292.7652893,293.6949768,91.22590256,90.02277756,86.89777756,2.225280762,-0.8671875,-1.796875,-24.76806641,-8.234313965,-1537.5,-2687.5,86.32666502,26.66166773,21.92500127,40.43000043,42.676667,29.27333427
0.2,2,0.7,230.625,0,-1.2,-0.5,-1.1,0.5,2013/09/08,0,98014.27612,294.2115479,91.06527901,97644.75708,99182.25708,100332.2571,293.8225708,293.9397583,294.6663208,93.53977203,97.93039703,96.36789703,0.388977051,-0.1171875,-0.84375,369.519043,-2.474493027,-1537.5,-2687.5,52.39166656,39.16166716,32.81333411,48.09666675,73.24166561,41.2600004
-3.2,8,0.725,90,0,-0.3,0.3,2.3,3.5,2013/09/09,0,97706.64063,293.2070923,87.30218887,97783.65479,99296.15479,100446.1548,291.4612427,292.1174927,292.6956177,80.26501465,81.14001465,82.07751465,1.745849609,-0.65625,-1.234375,-77.01416016,7.037174225,-1512.5,-2662.5,32.52000079,8.691668542,0.44000225,23.63333453,21.19166797,8.59500188
-5,27,0.75,168.75,0.35,-0.4,0.8,0.6,0,2013/09/10,0,97760.40649,293.2682495,76.98360825,97782.52563,99332.52563,100482.5256,290.0053101,291.4818726,291.8959351,86.09678268,83.26865768,81.95615768,3.262939453,-1.4765625,-1.890625,-22.11914063,-9.113174438,-1550,-2700,15.48000157,16.50500152,2.686668815,14.7950016,38.82000051,11.23166843
-4.4,25,1.25,213.75,0,-1.7,0.3,1.4,0,2013/09/11,0,97858.77686,293.0288696,81.16017151,98022.02759,99559.52759,100709.5276,291.4981079,292.8184204,293.8809204,92.23938751,87.55188751,84.75501251,1.530761719,-1.3203125,-2.3828125,-163.2507324,-11.079216,-1537.5,-2687.5,1.758335524,48.29166674,34.76666736,7.570001926,22.8766679,29.15166761
-1,4,1.3,230.625,0,-1.4,-0.7,0.7,0,2013/09/12,0,98013.15918,293.7547913,82.83368492,97921.0022,99433.5022,100596.0022,293.0878601,293.6894226,293.0175476,72.41124344,74.44249344,83.72374344,0.666931152,-0.6015625,0.0703125,92.15698242,10.42244148,-1512.5,-2675,5.665002013,22.1683346,4.298335408,12.25666838,39.06333383,9.961668484
-6,26,1.5,202.5,0.4,-0.7,-1.1,1.8,0,2013/09/13,0,97966.96777,296.528656,83.07519913,98021.84448,99559.34448,100709.3445,293.4129333,294.3660583,295.0691833,84.63106155,97.66231155,89.75606155,3.115722656,-0.953125,-1.65625,-54.87670898,-1.555862427,-1537.5,-2687.5,19.58166805,25.63500111,20.21500135,9.083335191,23.87833452,17.33500148
-5.2,21,1.55,191.25,0.375,-2.6,-0.7,0.4,0,2013/09/14,0,97857.35474,296.264801,84.13978386,97810.20508,99335.20508,100472.7051,293.2261047,294.5542297,295.1557922,77.18070602,93.77445602,92.35258102,3.038696289,-1.328125,-1.9296875,47.1496582,6.959077835,-1525,-2662.5,25.44000112,14.60000161,5.128335371,44.28833359,21.2900013,12.35500171
-5.3,21,1.525,208.125,0.175,-1.8,0.1,-0.1,0,2013/09/15,0,97601.06201,295.6303711,89.34106636,97362.02393,98887.02393,99999.52393,293.5345764,295.3158264,295.8314514,97.91287613,98.38162613,98.66287613,2.095794678,-1.78125,-2.296875,239.0380859,-8.571809769,-1525,-2637.5,76.21999881,75.58499884,43.45833363,36.18166729,29.24833428,29.39500094
0.2,3,0.775,281.25,0.15,-0.5,0.1,-1.5,0,2013/09/16,0,96877.61841,294.9979858,94.97745895,95679.96826,97204.96826,98367.46826,297.0845032,296.7251282,297.5845032,86.86339378,91.64464378,88.61339378,-2.086517334,0.359375,-0.5,1197.650146,8.11406517,-1525,-2687.5,77.04999877,56.88333302,48.78000006,52.09833324,18.75000142,17.04166816
-3.5,-41,4.375,281.25,0,-1.3,-0.4,22.9,8,2013/09/17,0,97072.43042,292.4775391,54.15884733,97726.5564,99214.0564,100351.5564,288.3100891,291.4038391,292.7788391,39.72572565,51.00697565,46.50697565,4.167449951,-3.09375,-4.46875,-654.1259766,14.43312168,-1487.5,-2625,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-9.7,49,1.45,236.25,1,-0.1,0.3,4.1,0,2013/09/18,0,98162.80518,289.6394958,79.50554228,98310.46753,99835.46753,100985.4675,288.173645,289.72052,288.65802,61.07305145,61.29180145,66.88555145,1.46585083,-1.546875,-0.484375,-147.6623535,18.43249083,-1525,-2675,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-10.1,36,1.275,208.125,1,0.4,0.6,0.5,0,2013/09/19,0,98219.22607,290.29245,62.16479111,98242.8772,99780.3772,100930.3772,288.3538513,289.6507263,289.6194763,68.27304268,64.61679268,67.67929268,1.938598633,-1.296875,-1.265625,-23.65112305,-6.108251572,-1537.5,-2687.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-7.8,31,1.825,151.875,1,0.6,1.3,1.5,0,2013/09/20,0,98293.79272,290.6169128,82.55599689,98148.59009,99711.09009,100886.0901,286.8075562,287.8700562,288.0888062,55.01239777,77.35614777,74.54364777,3.809356689,-1.0625,-1.28125,145.2026367,27.54359913,-1562.5,-2737.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,0.14666893,0.245002259
-7.6,31,1.75,185.625,1,-1,0.8,-0.1,0,2013/09/21,0,97895.59326,291.9015198,68.37763023,97960.36987,99510.36987,100672.8699,288.8981018,289.5387268,289.5074768,58.37887001,70.97262001,81.91012001,3.003417969,-0.640625,-0.609375,-64.77661133,9.998760223,-1550,-2712.5,2.27E-06,2.27E-06,2.27E-06,41.74833371,4.590002062,2.638335484
-7.7,43,1.575,202.5,0.675,0.5,0.4,0.6,0,2013/09/22,0,97760.62012,293.1497192,72.59455299,97911.70654,99411.70654,100549.2065,290.9013672,292.1044922,292.4482422,70.02313614,62.52313614,63.96063614,2.248352051,-1.203125,-1.546875,-151.0864258,2.571416855,-1500,-2637.5,0.14666893,2.27E-06,2.27E-06,50.6833333,2.27E-06,0.44000225
-5.9,25,1.45,90,0.525,-0.1,0.6,2.9,0,2013/09/23,0,98134.96704,293.3677368,84.66645241,98361.2793,99911.2793,101073.7793,290.5809021,291.4246521,291.9871521,86.40214539,87.74589539,86.65214539,2.786834717,-0.84375,-1.40625,-226.3122559,-1.735692978,-1550,-2712.5,0.196668928,36.37833395,29.64000092,2.27E-06,21.33833463,29.3466676
-2.5,21,0.85,270,0,-1.4,-0.6,-0.4,0,2013/09/24,0,98200.84839,290.0066833,84.35460281,97935.16235,99485.16235,100647.6624,289.388092,290.059967,290.778717,81.87955093,74.09830093,73.25455093,0.618591309,-0.671875,-1.390625,265.6860352,2.47505188,-1550,-2712.5,2.27E-06,30.86000087,49.95166667,2.27E-06,33.59500074,15.77166822
0.2,12,1.375,191.25,0.525,-0.7,-0.6,-1.7,0.5,2013/09/25,0,97655.46265,292.6639709,90.35907364,97324.24316,98824.24316,99974.24316,291.6599121,293.0192871,293.7849121,86.04032516,89.13407516,88.50907516,1.004058838,-1.359375,-2.125,331.2194824,4.318748474,-1500,-2650,2.27E-06,37.89166722,44.38500025,2.27E-06,37.84333389,19.77666804
-1.6,14,0.875,191.25,0.025,-0.5,-0.1,-2.6,1,2013/09/26,0,96641.25977,294.0877075,87.71846771,96628.50342,98091.00342,99178.50342,293.6332092,294.6175842,295.7425842,66.09388351,63.35950851,62.09388351,0.454498291,-0.984375,-2.109375,12.75634766,21.6245842,-1462.5,-2550,26.61166773,42.04166703,11.67000174,2.27E-06,40.91833375,14.33166829
-7.5,0,2.975,315,0,-1.6,-1.2,8.2,0,2013/09/27,0,97452.52075,288.6183777,58.91492844,97945.33081,99470.33081,100620.3308,284.5956421,286.9550171,288.1112671,58.73463535,63.10963535,59.76588535,4.022735596,-2.359375,-3.515625,-492.8100586,0.180293083,-1525,-2675,2.27E-06,2.27E-06,2.27E-06,20.90000132,0.73333557,2.27E-06
-9,40,1.175,140.625,1,0.3,1.2,4.1,0,2013/09/28,0,98338.63525,286.7102356,68.80272102,98468.09692,100055.5969,101243.0969,282.8927002,284.4552002,285.1583252,70.8788662,75.6288662,71.5351162,3.8175354,-1.5625,-2.265625,-129.4616699,-2.076145172,-1587.5,-2775,50.29166665,2.27E-06,2.27E-06,29.66333426,1.368335541,1.050002222
-6.9,35,1.875,180,0.975,-0.1,1.1,2.3,0,2013/09/29,0,98537.70752,287.4564819,88.10979652,98449.23096,100036.731,101211.731,284.3824463,285.9605713,287.1480713,80.65429688,88.56054688,83.90429688,3.074035645,-1.578125,-2.765625,88.4765625,7.455499649,-1587.5,-2762.5,2.27E-06,2.27E-06,2.27E-06,22.31500126,2.27E-06,2.27E-06
-6.4,32,0.675,222.5,0.675,0.7,0.4,0.6,0,2013/09/30,0,98264.43481,288.4839478,81.75197983,98208.01392,99770.51392,100945.5139,285.5299988,287.2956238,288.0456238,76.02155113,87.89655113,86.42780113,2.953948975,-1.765625,-2.515625,56.42089844,5.730428696,-1562.5,-2737.5,46.04500018,2.27E-06,2.27E-06,54.24666647,2.27E-06,2.27E-06
-5.6,19,1.6,202.5,0.275,-0.3,-0.1,0.4,0,2013/10/01,0,98068.28613,290.1948242,61.04911613,97771.26465,99296.26465,100458.7646,291.322052,292.040802,292.1579895,71.67201996,62.73451996,65.26576996,-1.127227783,-0.71875,-0.8359375,297.0214844,-10.62290382,-1525,-2687.5,70.55499907,39.79500046,30.37166756,42.62833367,73.92499891,40.82166708
0,3,0.725,110,0,-1.1,0,-1.6,0,2013/10/02,0,97465.22217,292.7764587,82.03712082,97156.05469,98668.55469,99793.55469,292.3118286,293.4212036,293.5149536,80.65428925,75.84178925,75.68553925,0.464630127,-1.109375,-1.203125,309.1674805,1.382831573,-1512.5,-2637.5,39.74666713,55.46833309,49.75666668,33.35000076,91.25833146,17.77500146
-3.5,15,1.8,196.875,0.475,0.1,1.5,0.4,0,2013/10/03,0,96786.96899,293.0619812,85.017519,97093.98193,98581.48193,99693.98193,290.8825073,293.1325073,294.1481323,74.23726654,65.98726654,64.01851654,2.179473877,-2.25,-3.265625,-307.0129395,10.78025246,-1487.5,-2600,50.14499999,22.46166792,10.15666848,47.90166676,73.92499891,13.57500165
-8.5,42,1.425,101.25,0.075,-1.6,-0.6,5.7,2,2013/10/04,0,97740.48462,291.1882935,79.58629608,98174.10889,99749.10889,100936.6089,288.3865662,289.2615662,290.1521912,82.39522362,78.23897362,76.83272362,2.801727295,-0.875,-1.765625,-433.6242676,-2.808927536,-1575,-2762.5,83.54333181,11.18166843,25.92833443,52.68499988,7.373335269,28.90666762
-1.7,14,1.075,219.375,0,-1.6,-1,3.6,0.5,2013/10/05,0,98757.38525,288.9264221,77.55481148,98803.10669,100365.6067,101553.1067,288.1289978,288.4102478,288.8633728,83.61424828,79.45799828,79.64549828,0.797424316,-0.28125,-0.734375,-45.72143555,-6.059436798,-1562.5,-2750,43.01833365,86.03499836,59.17833292,64.0133327,85.8883317,48.6333334
0.3,3,0.075,-10,0,-1,-0.5,0.6,2.5,2013/10/06,0,98839.08081,290.7757874,85.47419548,98732.67212,100282.6721,101457.6721,289.3797607,291.5203857,291.6766357,93.42102909,88.10852909,88.10852909,1.396026611,-2.140625,-2.296875,106.4086914,-7.946833611,-1550,-2725,50.92666662,13.03833501,25.48833445,2.27E-06,3.810002097,12.89166835
-5,17,1,219.375,0.2,-2.2,-1.2,1.3,0,2013/10/07,0,98844.17725,292.2781677,94.21248722,98777.51465,100327.5146,101502.5146,288.8144226,291.1425476,291.7362976,85.37064934,94.90189934,95.83939934,3.463745117,-2.328125,-2.921875,66.66259766,8.841837883,-1550,-2725,2.27E-06,3.516668777,11.08500177,0.098335599,3.271668788,3.565002108
-5.3,23,1.1,208.125,0.225,-1.6,-1.3,-1.1,0,2013/10/08,0,98397.58301,291.1435547,91.58131409,98208.69751,99758.69751,100933.6975,288.6929626,289.8492126,289.8179626,63.98786163,73.08161163,61.05036163,2.450592041,-1.15625,-1.125,188.885498,27.59345245,-1550,-2725,16.65166818,2.27E-06,2.27E-06,36.18166729,10.01000182,14.74666827
-5.8,23,1.225,191.25,0.575,-0.3,0.5,-1.4,0,2013/10/09,0,97840.69824,292.5793457,81.51799393,97549.95728,99112.45728,100262.4573,289.9541016,289.6416016,290.2197266,86.5899334,98.4649334,89.7149334,2.625244141,0.3125,-0.265625,290.7409668,-5.071939468,-1562.5,-2712.5,2.27E-06,16.31000153,14.35666828,5.470002022,40.18666711,5.371668693
-3.4,17,1.15,151.875,0.05,-0.8,-1.3,2.5,0,2013/10/10,0,97473.13843,294.548584,72.33926392,97854.83398,99354.83398,100492.334,290.9901428,294.3495178,295.2245178,82.01434135,75.95184135,72.76434135,3.558441162,-3.359375,-4.234375,-381.6955566,-9.675077438,-1500,-2637.5,2.27E-06,27.44166769,11.52500175,2.27E-06,55.2233331,42.97000032
-4.4,17,1.8,59.375,0,-0.7,-0.6,2,0,2013/10/11,0,98166.07666,293.0605774,87.15826035,97820.25146,99370.25146,100532.7515,290.7588501,291.7119751,292.4619751,96.13388443,94.72763443,92.54013443,2.301727295,-0.953125,-1.703125,345.8251953,-8.975624084,-1550,-2712.5,2.27E-06,10.89000178,15.18666825,2.27E-06,2.441668826,1.563335532
-2.3,4,1.325,202.5,0.15,-0.8,-1.3,-3.7,0,2013/10/12,0,97096.36841,292.357666,72.50006104,97049.39575,98549.39575,99674.39575,290.4757996,291.9914246,291.8820496,72.45837784,77.11462784,78.05212784,1.881866455,-1.515625,-1.40625,46.97265625,0.041683197,-1500,-2625,2.27E-06,0.44000225,2.100002175,2.27E-06,34.81500069,1.806668855
-12.4,23,1.225,140.625,0.85,-3.5,-2.5,7.6,0,2013/10/13,0,97511.51733,289.844696,51.03696823,97888.90381,99438.90381,100588.9038,283.271698,286.052948,287.318573,55.01279259,65.91904259,62.13779259,6.572998047,-2.78125,-4.046875,-377.3864746,-3.975824356,-1550,-2700,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06,2.27E-06
-10.8,52,1.325,230.625,1,-3.8,-3.2,5.6,0,2013/10/14,0,98389.22119,285.78125,72.43396282,98423.21777,100023.2178,101210.7178,283.1488037,284.6644287,283.9456787,64.88585281,63.94835281,69.29210281,2.632446289,-1.515625,-0.796875,-33.99658203,7.548110008,-1600,-2787.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,8.691668542,9.766668493
-6.7,37,1.5,196.875,0.95,-1.1,-0.1,0.9,0,2013/10/15,1,98463.52539,286.3887329,85.90833569,98043.69507,99631.19507,100793.6951,284.3560791,286.5279541,287.9029541,94.12668419,87.34543419,83.62668419,2.032653809,-2.171875,-3.546875,419.8303223,-8.218348503,-1587.5,-2750,86.27833169,17.6283348,3.468335446,87.05999832,65.03833265,38.64833385
-1.1,12,0.975,208.125,0,-2,-0.8,-8.1,47,2013/10/16,0,97045.70313,288.2484741,93.86029434,94755.49927,96142.99927,97142.99927,287.6808167,287.8683167,288.4308167,79.28190613,80.62565613,80.90690613,0.567657471,-0.1875,-0.75,2290.203857,14.57838821,-1387.5,-2387.5,4.005002088,88.76833157,12.74500169,2.27E-06,18.75000142,11.32833509
-7.7,10,3.25,281.25,0.95,-0.6,-1.2,19,10,2013/10/17,0,97429.47998,287.7019348,57.04046249,98364.77661,99914.77661,101064.7766,282.9466858,284.4935608,286.1498108,63.88554096,60.76054096,55.22929096,4.755249023,-1.546875,-3.203125,-935.2966309,-6.845078468,-1550,-2700,2.27E-06,2.27E-06,2.27E-06,54.09999981,16.2116682,3.150002127
-5.8,42,1.125,253.125,0.575,-1.3,-0.3,5,0,2013/10/18,0,98988.5437,285.084259,66.22660351,99160.46143,100747.9614,101960.4614,283.2822266,284.3916016,284.9697266,77.95062447,71.04437447,72.45062447,1.802032471,-1.109375,-1.6875,-171.9177246,-11.72402096,-1587.5,-2800,37.25666725,6.495001975,0.245002259,61.47333281,33.7416674,2.27E-06
-4.1,25,0.925,230.625,0.35,0,-0.7,1.3,0,2013/10/19,0,99169.54956,284.8364868,77.52209854,99093.0603,100705.5603,101918.0603,282.7747498,283.0559998,283.9153748,86.17865372,87.27240372,84.80365372,2.061737061,-0.28125,-1.140625,76.48925781,-8.656555176,-1612.5,-2825,61.96166612,44.14166693,11.08500177,76.26833214,42.04166703,15.04000159
-2.4,27,1.15,196.875,0,-1.8,-1.4,-1.1,1.5,2013/10/20,0,99013.7085,286.2267761,63.68613434,98630.94482,100218.4448,101380.9448,285.2030945,285.7499695,286.7030945,89.48469734,87.82844734,84.20344734,1.023681641,-0.546875,-1.5,382.7636719,-25.798563,-1587.5,-2750,53.70999983,73.92499891,66.50333258,93.01666471,72.36166565,56.00499973
0.9,5,0.65,146.25,0,-1.1,-0.8,-5.6,16,2013/10/21,1,97693.60962,286.8903809,86.7760582,97514.07471,99076.57471,100251.5747,286.1932068,286.5525818,286.1463318,84.13908005,83.77970505,87.63908005,0.697174072,-0.359375,0.046875,179.5349121,2.636978149,-1562.5,-2737.5,2.27E-06,21.04500131,8.400001889,2.27E-06,24.85500114,12.74500169
-3,16,0.875,157.5,0,-1.1,-0.5,3.3,0,2013/10/22,0,97911.16943,288.0716553,89.13402367,98095.77026,99670.77026,100845.7703,285.9682007,287.1088257,288.4057007,95.15248299,97.49623299,90.74623299,2.10345459,-1.140625,-2.4375,-184.6008301,-6.01845932,-1575,-2750,2.27E-06,31.98333415,43.31166697,2.27E-06,43.80000028,28.6133343
-2.4,1,2.175,123.75,0.025,-0.1,0.6,3.3,0,2013/10/23,0,98489.70947,287.2216797,81.52206421,98549.68262,100137.1826,101324.6826,284.3132019,286.1100769,286.8132019,91.12360382,88.65485382,86.18610382,2.908477783,-1.796875,-2.5,-59.97314453,-9.601539612,-1587.5,-2775,51.26833328,18.60500143,41.40666706,73.77833225,38.42833386,26.12333442
-1.8,2,1.625,78.75,0,-0.9,-0.1,0.4,0,2013/10/24,0,98523.20557,286.1462097,87.18998718,98392.7124,99980.2124,101155.2124,284.0934753,284.7028503,285.7809753,89.35229111,86.91479111,81.75854111,2.052734375,-0.609375,-1.6875,130.4931641,-2.162303925,-1587.5,-2762.5,60.59499952,42.82333366,17.38333481,55.12666643,56.29833305,77.92833207
,,0.2,79.375,0,-1,-0.5,,2.5,2013/10/25,0,97924.50562,286.652771,86.2199707,97491.6687,99079.1687,100254.1687,286.806488,286.509613,287.447113,88.68293571,92.46418571,90.05793571,-0.153717041,0.296875,-0.640625,432.8369141,-2.462965012,-1587.5,-2762.5,19.9233347,65.91666594,62.93833275,75.0483322,39.0150005,49.17000004
0.1,4,0.75,196.875,0,-1,-1.3,-2.8,38,2013/10/26,0,96788.06763,289.0711365,89.25789261,96252.54517,97752.54517,98840.04517,286.6392822,287.0299072,288.0142822,74.75325203,65.94075203,63.94075203,2.431854248,-0.390625,-1.375,535.5224609,14.50464058,-1500,-2587.5,81.93333188,61.17999949,14.74666827,2.27E-06,7.325001937,4.200002079
-3.9,9,1.85,225,0.175,-3.4,-4.1,6.7,8,2013/10/27,0,96876.09863,283.4971313,67.79987717,97410.33936,98947.83936,100097.8394,281.5901184,283.4651184,284.5744934,54.62467575,58.12467575,52.46842575,1.907012939,-1.875,-2.984375,-534.2407227,13.17520142,-1537.5,-2687.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,0.025002269,2.27E-06
-10.7,60,1.325,208.125,1,-4.4,-2.9,6.5,0,2013/10/28,0,98221.60034,282.8680115,64.41965103,98558.97827,100121.4783,101333.9783,280.5884399,283.5415649,281.6978149,66.3128376,66.9690876,77.5003376,2.279571533,-2.953125,-1.109375,-337.3779297,-1.893186569,-1562.5,-2775,2.27E-06,2.27E-06,2.27E-06,2.27E-06,1.953335515,2.638335484
-6.9,45,1.3,208.125,1,-1.2,-0.4,3.1,0,2013/10/29,0,98778.77808,282.3101807,79.18219948,98661.00464,100248.5046,101461.0046,281.1868286,283.5930786,283.1868286,82.88762093,74.35637093,80.20012093,1.123352051,-2.40625,-2,117.7734375,-3.705421448,-1587.5,-2800,88.42666492,6.396668646,7.081668615,38.42833386,58.54333295,8.985001862
-2.2,28,0.35,107.5,0,-1,-0.7,-1,4.5,2013/10/30,1,98437.78076,284.9882202,84.48743439,98048.68164,99611.18164,100786.1816,284.2215576,285.8465576,285.7371826,82.13666725,75.01166725,77.66791725,0.766662598,-1.625,-1.515625,389.0991211,2.350767136,-1562.5,-2737.5,2.27E-06,8.59500188,7.618335257,33.44833408,21.19166797,10.20666847
-7.7,27,1.225,208.125,0.85,-2,-1.7,3.6,1,2013/10/31,0,98128.54004,284.9847717,63.41700745,98306.35986,99856.35986,101018.8599,282.538269,285.428894,286.460144,57.34109879,62.30984879,55.87234879,2.446502686,-2.890625,-3.921875,-177.8198242,6.075908661,-1550,-2712.5,35.89000064,11.57333508,2.27E-06,50.29166665,15.87000155,1.24666888
-7,44,1.5,202.5,0.875,0.6,0.8,2.7,0,2013/11/01,1,98518.29224,285.3401794,68.54782391,98559.25293,100134.2529,101296.7529,281.3773041,284.4710541,285.3929291,63.20340776,70.04715776,63.10965776,3.962875366,-3.09375,-4.015625,-40.96069336,5.344416142,-1575,-2737.5,22.26666793,2.27E-06,2.27E-06,21.58333462,1.806668855,2.27E-06
-7.8,44,1.175,157.5,1,1,0.6,3.1,0,2013/11/02,0,98824.63379,283.0897217,65.36818075,98737.8418,100325.3418,101525.3418,280.1977539,282.4633789,282.2290039,76.12650204,80.22025204,87.72025204,2.891967773,-2.265625,-2.03125,86.79199219,-10.75832129,-1587.5,-2787.5,2.27E-06,2.27E-06,2.27E-06,2.27E-06,31.44666751,32.76500078
-3.5,26,1.3,196.875,0,-3.2,-1.7,-1.6,0,2013/11/03,0,98416.65039,283.8709412,86.32322311,98090.38696,99652.88696,100840.387,283.4263,284.77005,284.285675,57.62678528,63.34553528,68.40803528,0.444641113,-1.34375,-0.859375,326.2634277,28.69643784,-1562.5,-2750,68.84666581,8.350001891,2.27E-06,66.74666591,50.04833333,2.27E-06
-4,31,1.05,196.875,0.3,-0.9,-0.4,-1.1,0,2013/11/04,0,97738.91602,287.1661682,71.28704834,97385.48584,98935.48584,100097.9858,285.4804993,286.4179993,286.1211243,91.35474777,86.33912277,88.76099777,1.685668945,-0.9375,-0.640625,353.4301758,-20.06769943,-1550,-2712.5,9.718335162,47.80333343,27.00333438,2.27E-06,73.24166561,4.931668713
-7.9,13,1.225,213.75,0.075,-3.4,-0.8,7,0,2013/11/05,0,97864.9353,284.8174133,62.50597954,98362.56104,99925.06104,101087.561,281.1937256,283.3812256,284.5374756,71.83984566,66.90234566,60.65234566,3.623687744,-2.1875,-3.34375,-497.6257324,-9.333866119,-1562.5,-2725,2.27E-06,2.27E-06,0.58666891,2.27E-06,2.27E-06,2.27E-06
-9.4,58,1.4,236.25,1,0.5,0.9,3.6,0,2013/11/06,0,98748.21777,281.6554565,62.00002289,98747.5647,100372.5647,101597.5647,277.3111267,279.4048767,279.7330017,57.45378304,70.82878304,69.45378304,4.344329834,-2.09375,-2.421875,0.653076172,4.546239853,-1625,-2850,2.27E-06,2.27E-06,2.27E-06,2.27E-06,0.635002241,1.758335524
-7.4,40,0.875,208.125,0.95,0.1,-0.5,-2.1,0,2013/11/07,1,98290.93628,283.1338196,63.76545334,97759.35059,99384.35059,100584.3506,284.1743164,282.9555664,283.5024414,78.47115326,78.14302826,78.90865326,-1.040496826,1.21875,0.671875,531.5856934,-14.70569992,-1625,-2825,52.78166654,76.80499878,20.31333468,58.05499963,19.04333474,5.225002033
-4,19,1.1,129.375,0.225,0.1,-0.5,0.7,0,2013/11/08,1,97458.69751,283.5556946,61.17133904,97924.24927,99499.24927,100686.7493,279.1308136,283.1464386,281.8026886,54.73963165,65.48963165,72.73963165,4.424880981,-4.015625,-2.671875,-465.5517578,6.431707382,-1575,-2762.5,2.27E-06,2.27E-06,2.27E-06,9.766668493,10.93833511,2.27E-06
-10.6,58,0.825,151.875,0.95,-3.7,-2.9,7.9,0,2013/11/09,0,98789.56299,281.7795868,73.08498669,99045.19043,100645.1904,101870.1904,279.1573792,281.0011292,280.4073792,68.83689404,66.46189404,73.58689404,2.622207642,-1.84375,-1.25,-255.6274414,4.248092651,-1600,-2825,27.34500103,3.125002128,3.711668768,82.81166518,46.48500016,6.690001966
-3.8,22,0.825,303.75,0.2,-0.1,-0.4,-1.7,0,2013/11/10,0,98760.99854,282.332489,84.49795723,97515.979,99128.479,100340.979,282.194931,280.929306,281.648056,91.79449654,90.10699654,93.45074654,0.137557983,1.265625,0.546875,1245.019531,-7.296539307,-1612.5,-2825,99.94999773,40.43000043,2.491668824,66.11166594,50.87833329,8.1550019
